json_file,root,op,cores,tensor,role,loc,layout_wkslices,address,coreIdToWkSlice,schedule
/home/adnan-cdx/codex-isolated/gather_restickify_clean_20260706_113236/runs/granite_s512_latest_acceptance_20260707_204801/relayout_enabled_pinned_fms/block_prefill/cache/inductor-spyre/sdsc_fused_linear_rms_norm_0_uud_oq35/sdsc_2.json,2_add,add,32,2_Tensor2,OUTPUT,lx,"layout=out,x; stick=x; stick_size=[64]",0x20000,out=core_id x=0,"all [[-1,0,0,0]]"
/home/adnan-cdx/codex-isolated/gather_restickify_clean_20260706_113236/runs/granite_s512_latest_acceptance_20260707_204801/relayout_enabled_pinned_fms/block_prefill/cache/inductor-spyre/sdsc_fused_linear_rms_norm_0_uud_oq35/sdsc_3.json,3_rsqrt,rsqrt,32,0_Tensor0,OUTPUT,lx,"layout=out,x; stick=x; stick_size=[64]",0x20000,out=core_id x=0,"all [[-1,0,0,0]]"
/home/adnan-cdx/codex-isolated/gather_restickify_clean_20260706_113236/runs/granite_s512_latest_acceptance_20260707_204801/relayout_enabled_pinned_fms/block_prefill/cache/inductor-spyre/sdsc_fused_linear_rms_norm_0_uud_oq35/sdsc_3.json,3_rsqrt,rsqrt,32,1_Tensor1,OUTPUT,lx,"layout=out,x; stick=x; stick_size=[64]",0x20000,out=core_id x=0,"all [[-1,0,0,0]]"
/home/adnan-cdx/codex-isolated/gather_restickify_clean_20260706_113236/runs/granite_s512_latest_acceptance_20260707_204801/relayout_enabled_pinned_fms/block_prefill/cache/inductor-spyre/sdsc_fused_linear_rms_norm_0_uud_oq35/sdsc_4.json,4_mul,mul,32,0_Tensor0,OUTPUT,hbm+lx,"layout=out,mb; stick=out; stick_size=[64]",-0x41..-0x22 (32 unique),mb=core_id out=0,"all [[-1,0,0,0]]"
/home/adnan-cdx/codex-isolated/gather_restickify_clean_20260706_113236/runs/granite_s512_latest_acceptance_20260707_204801/relayout_enabled_pinned_fms/block_prefill/cache/inductor-spyre/sdsc_fused_linear_rms_norm_0_uud_oq35/sdsc_4.json,4_mul,mul,32,1_Tensor1,OUTPUT,lx,"layout=out,mb; stick=out; stick_size=[64]",0x20000,mb=core_id out=0,"all [[-1,0,0,0]]"
/home/adnan-cdx/codex-isolated/gather_restickify_clean_20260706_113236/runs/granite_s512_latest_acceptance_20260707_204801/relayout_enabled_pinned_fms/block_prefill/cache/inductor-spyre/sdsc_fused_linear_rms_norm_0_uud_oq35/sdsc_4.json,4_mul,mul,32,2_Tensor2,OUTPUT,lx,"layout=out,mb; stick=out; stick_size=[64]",0x0,mb=core_id out=0,"all [[-1,0,0,0]]"
/home/adnan-cdx/codex-isolated/gather_restickify_clean_20260706_113236/runs/granite_s512_latest_acceptance_20260707_204801/relayout_enabled_pinned_fms/block_prefill/cache/inductor-spyre/sdsc_fused_linear_rms_norm_0_uud_oq35/sdsc_5.json,5_mul,mul,32,0_Tensor0,OUTPUT,lx,"layout=mb,out; stick=out; stick_size=[64]",0x0,mb=core_id out=0,"all [[-1,0,0,0]]"
/home/adnan-cdx/codex-isolated/gather_restickify_clean_20260706_113236/runs/granite_s512_latest_acceptance_20260707_204801/relayout_enabled_pinned_fms/block_prefill/cache/inductor-spyre/sdsc_fused_linear_rms_norm_0_uud_oq35/sdsc_5.json,5_mul,mul,32,1_Tensor1,OUTPUT,hbm+lx,"layout=mb,out; stick=out; stick_size=[64]",-0x42,mb=core_id out=0,"all [[-1,0,0,0]]"
/home/adnan-cdx/codex-isolated/gather_restickify_clean_20260706_113236/runs/granite_s512_latest_acceptance_20260707_204801/relayout_enabled_pinned_fms/block_prefill/cache/inductor-spyre/sdsc_fused_linear_rms_norm_0_uud_oq35/sdsc_5.json,5_mul,mul,32,2_Tensor2,OUTPUT,hbm+lx,"layout=mb,out; stick=out; stick_size=[64]",-0x62..-0x43 (32 unique),mb=core_id out=0,"all [[-1,0,0,0]]"
/home/adnan-cdx/codex-isolated/gather_restickify_clean_20260706_113236/runs/granite_s512_latest_acceptance_20260707_204801/relayout_enabled_pinned_fms/block_prefill/cache/inductor-spyre/sdsc_fused_linear_rms_norm_0_uud_oq35/sdsc_6.json,6_ReStickifyOpHBM,ReStickifyOpHBM,32,0_Tensor0,OUTPUT,hbm+lx,"layout=mb,out; stick=out; stick_size=[64]",-0x82..-0x63 (32 unique),mb=core_id out=0,"all [[-1,0,0,0]]"
/home/adnan-cdx/codex-isolated/gather_restickify_clean_20260706_113236/runs/granite_s512_latest_acceptance_20260707_204801/relayout_enabled_pinned_fms/block_prefill/cache/inductor-spyre/sdsc_fused_linear_rms_norm_0_uud_oq35/sdsc_6.json,6_ReStickifyOpHBM,ReStickifyOpHBM,32,1_Tensor1,KERNEL,hbm+lx,"layout=out,mb; stick=mb; stick_size=[64]",-0xa2..-0x83 (32 unique),mb=core_id out=0,"all [[-1,0,0,0]]"
/home/adnan-cdx/codex-isolated/gather_restickify_clean_20260706_113236/runs/granite_s512_latest_acceptance_20260707_204801/relayout_enabled_pinned_fms/block_prefill/cache/inductor-spyre/sdsc_fused_linear_rms_norm_0_uud_oq35/sdsc_7.json,7_batchmatmul,batchmatmul,32,0_Tensor0,INPUT,hbm+lx,"layout=mb,in; stick=in; stick_size=[64]",-0xa6..-0xa3 (4 unique),in=0 mb=0:3 (4 unique) out=0:7 (8 unique),"all [[-1,0,0,0]]"
/home/adnan-cdx/codex-isolated/gather_restickify_clean_20260706_113236/runs/granite_s512_latest_acceptance_20260707_204801/relayout_enabled_pinned_fms/block_prefill/cache/inductor-spyre/sdsc_fused_linear_rms_norm_0_uud_oq35/sdsc_7.json,7_batchmatmul,batchmatmul,32,1_Tensor1,KERNEL,hbm+lx,"layout=in,out; stick=out; stick_size=[64]",-0xae..-0xa7 (8 unique),in=0 mb=0:3 (4 unique) out=0:7 (8 unique),"all [[-1,0,0,0]]"
/home/adnan-cdx/codex-isolated/gather_restickify_clean_20260706_113236/runs/granite_s512_latest_acceptance_20260707_204801/relayout_enabled_pinned_fms/block_prefill/cache/inductor-spyre/sdsc_fused_linear_rms_norm_0_uud_oq35/sdsc_7.json,7_batchmatmul,batchmatmul,32,2_Tensor2,OUTPUT,hbm+lx,"layout=out,mb; stick=out; stick_size=[64]",-0xce..-0xaf (32 unique),in=0 mb=0:3 (4 unique) out=0:7 (8 unique),"all [[-1,0,0,0]]"
